,investment title,surrounding sentence,ontology attribute,similar pair,Sorensen
214,Bonds,these bond have a higher credit rating imply less credit risk than high yield corporate bond,risk,less credit risk,0.5
215,Bonds,these bond have a higher credit rating imply less credit risk than high yield corporate bond,risk,credit risk than,0.5
216,Bonds,these bond have a higher credit rating imply less credit risk than high yield corporate bond,risk,risk than high,0.5
217,Bonds,these bond have a lower credit rating imply higher credit risk than investment grade bond and therefore offer higher interest rate in return for the increase risk,expect return,return,0.6666666666666666
218,Bonds,these bond have a lower credit rating imply higher credit risk than investment grade bond and therefore offer higher interest rate in return for the increase risk,expect return,in return,0.5
219,Bonds,these bond have a lower credit rating imply higher credit risk than investment grade bond and therefore offer higher interest rate in return for the increase risk,expect return,return for,0.5
220,Bonds,these bond have a lower credit rating imply higher credit risk than investment grade bond and therefore offer higher interest rate in return for the increase risk,factor affect return,return,0.5
221,Bonds,these bond have a lower credit rating imply higher credit risk than investment grade bond and therefore offer higher interest rate in return for the increase risk,risk,risk,1.0
222,Bonds,these bond have a lower credit rating imply higher credit risk than investment grade bond and therefore offer higher interest rate in return for the increase risk,risk,risk,1.0
223,Bonds,these bond have a lower credit rating imply higher credit risk than investment grade bond and therefore offer higher interest rate in return for the increase risk,risk,credit risk,0.6666666666666666
224,Bonds,these bond have a lower credit rating imply higher credit risk than investment grade bond and therefore offer higher interest rate in return for the increase risk,risk,risk than,0.6666666666666666
225,Bonds,these bond have a lower credit rating imply higher credit risk than investment grade bond and therefore offer higher interest rate in return for the increase risk,risk,increase risk,0.6666666666666666
226,Bonds,these bond have a lower credit rating imply higher credit risk than investment grade bond and therefore offer higher interest rate in return for the increase risk,risk,higher credit risk,0.5
227,Bonds,these bond have a lower credit rating imply higher credit risk than investment grade bond and therefore offer higher interest rate in return for the increase risk,risk,credit risk than,0.5
228,Bonds,these bond have a lower credit rating imply higher credit risk than investment grade bond and therefore offer higher interest rate in return for the increase risk,risk,risk than investment,0.5
229,Bonds,these bond have a lower credit rating imply higher credit risk than investment grade bond and therefore offer higher interest rate in return for the increase risk,risk,the increase risk,0.5
230,Bonds,what be the benefit and risk of bond,risk,risk,1.0
231,Bonds,what be the benefit and risk of bond,risk,and risk,0.6666666666666666
232,Bonds,what be the benefit and risk of bond,risk,risk of,0.6666666666666666
233,Bonds,what be the benefit and risk of bond,risk,benefit and risk,0.5
234,Bonds,what be the benefit and risk of bond,risk,and risk of,0.5
235,Bonds,what be the benefit and risk of bond,risk,risk of bond,0.5
236,Bonds,bond can provide a means of preserve capital and earning a predictable return,expect return,return,0.6666666666666666
237,Bonds,bond can provide a means of preserve capital and earning a predictable return,expect return,predictable return,0.5
238,Bonds,bond can provide a means of preserve capital and earning a predictable return,factor affect return,return,0.5
239,Bonds,as with any investment bond have risk,risk,risk,1.0
240,Bonds,as with any investment bond have risk,risk,have risk,0.6666666666666666
241,Bonds,as with any investment bond have risk,risk,bond have risk,0.5
242,Bonds,these risk include credit risk,risk,risk,1.0
243,Bonds,these risk include credit risk,risk,risk,1.0
244,Bonds,these risk include credit risk,risk,these risk,0.6666666666666666
245,Bonds,these risk include credit risk,risk,risk include,0.6666666666666666
