,investment title,surrounding sentence,ontology attribute,similar pair,RatcliffObershelp
209,Bonds,provide operate cash flow financing debt funding capital investment in school highway hospital and other project,form financing,cash flow financing,0.7272727272727273
210,Bonds,provide operate cash flow financing debt funding capital investment in school highway hospital and other project,form financing,flow financing debt,0.7272727272727273
211,Bonds,provide operate cash flow financing debt funding capital investment in school highway hospital and other project,form financing,cash flow financing debt,0.631578947368421
212,Bonds,these bond have a higher credit rating imply less credit risk than high yield corporate bond,risk,risk,1.0
213,Bonds,these bond have a higher credit rating imply less credit risk than high yield corporate bond,risk,risk than,0.6153846153846154
214,Bonds,these bond have a lower credit rating imply higher credit risk than investment grade bond and therefore offer higher interest rate in return for the increase risk,expect return,return,0.631578947368421
215,Bonds,these bond have a lower credit rating imply higher credit risk than investment grade bond and therefore offer higher interest rate in return for the increase risk,expect return,in return,0.6363636363636364
216,Bonds,these bond have a lower credit rating imply higher credit risk than investment grade bond and therefore offer higher interest rate in return for the increase risk,expect return,rate in return,0.5925925925925926
217,Bonds,these bond have a lower credit rating imply higher credit risk than investment grade bond and therefore offer higher interest rate in return for the increase risk,risk,risk,1.0
218,Bonds,these bond have a lower credit rating imply higher credit risk than investment grade bond and therefore offer higher interest rate in return for the increase risk,risk,risk,1.0
219,Bonds,these bond have a lower credit rating imply higher credit risk than investment grade bond and therefore offer higher interest rate in return for the increase risk,risk,risk than,0.6153846153846154
220,Bonds,government sometimes issue municipal bond on behalf of private entity such as non-profit college or hospital,time,sometimes,0.6153846153846154
221,Bonds,what be the benefit and risk of bond,risk,risk,1.0
222,Bonds,what be the benefit and risk of bond,risk,and risk,0.6666666666666666
223,Bonds,what be the benefit and risk of bond,risk,risk of,0.7272727272727273
224,Bonds,bond can provide a means of preserve capital and earning a predictable return,expect return,return,0.631578947368421
225,Bonds,bond can provide a means of preserve capital and earning a predictable return,expect return,predictable return,0.6451612903225806
226,Bonds,bond can provide a means of preserve capital and earning a predictable return,expect return,a predictable return,0.6060606060606061
227,Bonds,bond can provide a means of preserve capital and earning a predictable return,factor affect return,a predictable return,0.6
228,Bonds,bond investment provide steady stream of income from interest payment prior to maturity,time,income,0.6
229,Bonds,the interest from municipal bond generally be exempt from federal income tax and also may be exempt from state and local tax for resident in the state where the bond be issue,time,income,0.6
230,Bonds,as with any investment bond have risk,risk,risk,1.0
231,Bonds,as with any investment bond have risk,risk,have risk,0.6153846153846154
232,Bonds,these risk include credit risk,risk,risk,1.0
233,Bonds,these risk include credit risk,risk,risk,1.0
234,Bonds,the issuer may fail to timely make interest or principal payment and thus default on its bond,time,timely,0.8
